place_id,name,address,lat,lng
ChIJPebK1vMoRI4R-mn4AoDQ4PM,Clínica El Rosario,Carrera 20 #2 Sur 185,6.193950699999999,-75.5574488
ChIJEeAtcfgoRI4Rf9D--xJ9ARc,Soma Clinic,Calle 51 #45-93,6.248909599999999,-75.5644822
ChIJae5hlE4vRI4RSlZ3bpbA60o,Health Center Santo Domingo Savio,Carrera 33 #107B-15,6.295370499999999,-75.5433534
ChIJCf3ijm4pRI4RWc283IQNhIM,Health Center Santa Rosa De Lima,Carrera 86 #49DD-115,6.2626496,-75.6042411
ChIJP6JsNg8pRI4Rp5ktZsjgxQc,Centro de Salud Estadio,Calle 48 # 73 - 10 Bajo de la Tribuna Nororiental del Estadio Atanasio Girardot,6.2570095,-75.5893907
ChIJaZZ-oIApRI4Rf6WSf41UQak,Health Center Villa Laura,Carrera 105b #34bb-30,6.245975999999999,-75.6197976
ChIJPXkl8rIoRI4RYbeMoVR5Fiw,Centro de Salud Carpinello,Calle 97a #50-53,6.2869234,-75.5410127
ChIJjZeyUWeCRo4Rvf5LHlKbk3Y,Spa Médica - Dr. Juan Mario Escobar,Calle 6 Sur #43a-200,6.200199099999999,-75.57511079999999
ChIJ-7OH4OcrRI4R6hg1C5CDY_0,Centro de Salud La Loma,Calle 55a #125a-5,6.272135099999999,-75.6322563
ChIJO0hBCNEuRI4R9zic1a3FSpc,Picachito Health Center,Carrera 83b #97AA - 82,6.297180799999998,-75.5828885
ChIJWU28wukoRI4RBYh2mnPk3-A,Centro de salud ambulatorio Campo Valdés. Ese Metrosalud.,Calle 72a #48A-20,6.267930299999999,-75.5582558
ChIJCVupd5YoRI4RJHLuHG_aNmY,Health Center Raizal,Calle 71c #32-65,6.2667714,-75.5447676
ChIJUUF_piyCRo4R8M4m8pHdwtE,Humanitas Eps,Calle 39 #49-37,6.168067,-75.6157719
ChIJwaZ_qHcpRI4R7T6Nl1mrJPU,Eps SURA Prosalco San Juan,Avenida San Juan #89106 89- a,6.252021600000001,-75.60686059999999
ChIJP_nSYp4pRI4RumyOTv74yRI,Cruz Blanca Eps,Carrera 83 #37d-59,6.247156400000001,-75.6026789
ChIJqTgopqcpRI4RMjSAYzooxL4,EXPERTA SALUD IPS,Carrera 80D #40-37,6.247415800000001,-75.60173979999999
ChIJhdUNKBMpRI4RXCwveV9sdBo,Coopsana Calasanz,Avenida 80 #49-68,6.2614568,-75.5971892
ChIJRS1zGBMpRI4REYV-NUxYg9o,Centro Citodiagnóstico Ginecológico de Antioquia,Carrera 79 #49b3,6.2626692,-75.5959982
ChIJuR6Y3popRI4RiDKnVRhOqxM,IPS ADVENTIST UNIVERSITY,,6.2415056,-75.6080442
ChIJozEklQ0pRI4R1cr60Swh86g,Black & White Medicina Estética Integral,Carrera 77 #48a - 28,6.2586631,-75.59314979999999
ChIJ4SaY7A0pRI4RUlPdbeB0F3c,Coopsana,Carrera 77 # 48 A – 20,6.2583813,-75.5929816
ChIJY6NrM6IpRI4Rt23nZyDBqlg,Heart Institute,Circular 73 #39,6.243006100000001,-75.5943415
ChIJly0TmZcpRI4RM6LdaQxeelA,Odontólogos y Especialistas,"Carrera 80 #32ee-3 a 32ee-69,",6.2379564,-75.59986119999999
ChIJ5Swtq6IpRI4Ru477HoyFvpI,Tejido Humano,Avenida 33 #76-72,6.2391141,-75.5973176
ChIJE9rpm1ApRI4R21vmmETfKEQ,Unidad Hospitalaria Nuevo Occidente,"Robledo la Aurora, Carrera 102c #63 B 65",6.2811828,-75.61280020000001
ChIJL8PGSwgpRI4RAl2kIOaptUg,Coosalud Eps,Carrera 70 #44B-32,6.250510100000001,-75.588276
ChIJTx4pMaMpRI4RUIxo1wo-stA,Omnisalud,Avenida 33 #74E-52,6.239245200000001,-75.593921
ChIJSSQiK6MpRI4RN8vrCglPAbw,"Cedimed S.A.S, Sede Laureles",Avenida 33 #74e-91,6.238867099999999,-75.59431359999999
ChIJGeAmwZMpRI4RhtyGcV8CE6s,Urgencias EPS SURA,Carrera 82C #30a116 30a- a 30a-132,6.232854,-75.6051062
ChIJrVjyTqMpRI4RQyOKsiFwlU0,Laboratorio Médico Echavarría - Sede Laureles,Avenida 33 #74b278,6.239281999999999,-75.5930857
ChIJ4QRtmpMpRI4RALuT7VOPoIw,Calidad Visual,"C.C. los Molinos, Calle 30A #82a - 26 Int 1199",6.232295799999999,-75.60449919999999
ChIJBWu2qaQpRI4Rb6236y5HGRo,Clinical Laboratory Biolab,Avenida 33 #74b-202,6.239272000000001,-75.5922253
ChIJB-zoEaUpRI4R-j8NKlaS4hM,Vet Clinica Veterinaria Sede Unicentro,"A A, Calle 34",6.240545799999999,-75.5877829
ChIJGfMPmqUpRI4Rp9CvhIPUxos,òptica Santa Lucía - Bolivariana,"Cl 34B # 66A-70, Avenida Bolivariana",6.241754399999999,-75.5867753
ChIJCWJxCzspRI4R1n6t4qvLYYU,Robledo Metrosalud Health Center,Calle 75 #75-29,6.2760841,-75.5880328
ChIJx_80SZUpRI4RoAQ7y_RGKEw,Metrosalud - Unidad Hospitalaria Belén,Calle 28 #77-124,6.229149800000001,-75.5982744
ChIJG7rm-S8pRI4Rr0t-aQZjLwo,Integrados Health Service Institution,Calle 78 #79A-03,6.280322,-75.5856652
ChIJjxxoTiQpRI4RxOsLkaA6wDY,Universidad Pontificia Bolivariana University Clinic,Carrera 72A #78b -50,6.27682,-75.58197190000001
ChIJ5UBUEa4pRI4RJMLJttpx9c0,SAMEIN DE LA 33 ( SEDE HOSPITALIZACION ),Avenida 33 #63B-161,6.239222599999999,-75.5811897
ChIJi8DB2q0pRI4RjF4pLKz8X1I,Clínica Orlant - Sede Principal (Clínica de Otorrinolaringología de Antioquia),Calle 34 #63A - 30,6.2403564,-75.57940239999999
ChIJxRGRyfkoRI4R83kMgfpiA-Q,Clínica Medellín Sede Occidente,Carrera 65B #30-95,6.232832999999999,-75.58434249999999
ChIJSYQtwq0pRI4RRUm33UPzrrM,Clinical Cancer Foundation Vida Colombiana,Avenida 33 #63a18,6.239867399999999,-75.57902179999999
ChIJhYLWICQpRI4R-kVDWQats1U,Hospital Pablo Tobón Uribe,"South America, Calle 78B #69 - 240",6.2770654,-75.579813
ChIJR7TAqyEpRI4RyUitj1n70rs,Virrey Solis IPS,"Vía Parque Comercial Florida, Carrera 67 #71 - 38",6.271144199999998,-75.57638879999999
ChIJjVFBRywvRI4RmhcXMagD7YI,IPS Sura,Carrera 64 #68-75,6.268183,-75.5722321
ChIJtSQh7ecpRI4R6R__yB9SNKI,Coomeva EPS,Diagonal 75B #5-106,6.217148599999999,-75.5984526
ChIJGXlHdikpRI4R_VsBU0RPcIg,Alfonso Lopez Health center,Carrera 70a #91-17,6.2825788,-75.5758282
ChIJCZAfgfcoRI4RPrb1N9oAU-0,Edesa Centro de Atención en Salud,Carrera 45 #45-06,6.2409287,-75.5699405
ChIJLfiSiq4mRI4RjDdT1g_oJ4E,Ips Eps Sura,Calle 50 #No. 48-51,6.248788399999999,-75.5667721
ChIJkVfwK-QoRI4R_htM_gtiSro,Unidad De Patología,Calle 67 #4752 #51D,6.263573199999999,-75.5658243
ChIJ8_JNCc8pRI4RQaIkgpb5wjc,Dispositivos FLEX,Calle 17 #60,6.2207482,-75.58405619999999
ChIJGVC_CNMpRI4Ra-GktFN3ETk,Coomeva EPS,Carrera 48 #10-45 Local 140,6.2483888,-75.5662911
ChIJ99a72fooRI4Rp_xBuPado7I,Urgencias Clínica CES,Calle 59 #50C-15,6.257900399999999,-75.5653419
ChIJr12B4eMpRI4RO3OiLfffJus,Centro de Salud Belén Rincón,Calle 2b #100,6.2122757,-75.6035406
ChIJf0ziw90pRI4R2FSF_HYuIrM,Torre Medica Las Américas,Diagonal 75B #2 A - 80 TORRE 2,6.213896599999999,-75.59574599999999
ChIJY6NkV_goRI4RMlPFw9ilsNg,IPS Casa Plankton,"Edifico Puerta Santa María, Carrera 47 #52-83 Interior 401",6.2503231,-75.5653346
ChIJ3cD-1uUoRI4RICOsvBhFui0,POLICARIÑO Urgencias Niños.,Calle 67 #51 B – 22,6.2636659,-75.5649871
ChIJw4-NYOYoRI4RPTdnwuuHuTc,Medicáncer,Carrera 51D #67 - 60,6.264844900000001,-75.5651312
ChIJNRigOdwpRI4RXK_pHr4aWoM,Clinica Las Americas,Diagonal 75B #2A-80/140,6.213997599999999,-75.59466739999999
ChIJN-kyqecoRI4R7gabYshRvls,León XIII Emergency Clinic,Sede Clinica Leon XIII BLOQUE 3,6.2669356,-75.5653968
