place_id,name,address,lat,lng
ChIJGRVThTKhMI4RT3ddPa1B5mA,Centro de Salud de Mariano Ramos,Cra 48 cll 44,3.4020939,-76.5147929
ChIJBYI7WqCmMI4RWmnBu5B31O8,Comfandi Tequendama,Calle 5a #42-15,3.4216118,-76.5467063
ChIJLdqiOrKmMI4R3tDXF6nmYVA,EPS Sura,"Entrada A La CL13, Carrera 50 #12A-90",3.408661,-76.5349761
ChIJaRHugD-mMI4RfhhpRDDhcBs,Hippocrates Medical Center,Avenida 2c Norte #24N-120,3.4632635,-76.5230681
ChIJpQ3x5gOkMI4ROCVT-YnmG8k,Clínica Guadalupe,Calle 2b #55-02,3.4098814,-76.5533839
ChIJixK0p6GmMI4RC37U1-X_NsM,Centro Medico Holos,Carrera 41 #5B_28,3.4218747,-76.54519789999999
ChIJq6UceKGmMI4RzyrvxfeeTII,Clínica El Bosque Ltda,Carrera 40 #5c-46,3.4219311,-76.5436805
ChIJD33o0XqmMI4RURdOi9Wv2L4,EMI,Avenida Colombia #6-10,3.4517843,-76.537489
ChIJDwPvdl6hMI4RVaJHhpgn2vo,UBA Coomeva Race 80,Carrera 80 #6-71,3.3864874,-76.54319129999999
ChIJkw8p-nqhMI4RqhoaK0nBWUw,Borinquen Estilo y Belleza,"C.C. Unicentro, Paso Ancho #5-169 Local 107",3.3751887,-76.5380328
ChIJsw8XqJimMI4RGjgiUp5VSVo,Dr. Diego Montenegro - Medicina Estética y Anti-Envejecimiento,Calle 15 A #101-51,3.3664675,-76.5317343
ChIJoVAEW6WmMI4RM6BBhGgWy5Y,Plastikos CirujanosUnidad Quirurgica,Carrera 46 #9C-16,3.4146434,-76.53883309999999
ChIJgbICIOOjMI4RvYPIzFt-g14,Geriatric Hospital and Ancianato San Miguel E.S.E.,Carrera 70 #2A-04,3.3933215,-76.55200239999999
ChIJvUQEAlShMI4RoMfE5l_owWY,Cuidarte At home,Carrera 65 #9-73,3.3998153,-76.5436526
ChIJy-FX2iGkMI4RTYaVOMByVPE,Odontoccidente,"Calle 1 Oeste #39-42, Local: 3",3.4247256,-76.5525814
ChIJSSdNrZimMI4Rf-P2VDf3CZ4,Centro Médico Neurólogos de Occidente,Carrera 42 #2A-31,3.423376299999999,-76.550573
ChIJ-S8U3aCmMI4Re0VHs_Bdomw,Zynko,Carrera 43 #5A-82 B,3.420349499999999,-76.5465816
ChIJCWiLiKGmMI4RrW-eatcU1hk,Human Fine IPS,Carrera 43a #5B-17,3.4198708,-76.5461174
ChIJ5cDB36CmMI4RnY4JoiVOG7c,Longevos IPS,Calle 5b #42A-27,3.4204153,-76.54599069999999
ChIJN0g5vaamMI4R4ALfRYusVqw,Salud Colombia Eps,Carrera 44 #47,3.4181048,-76.543849
ChIJaVK4AqGmMI4ReD3_lwgJOho,Corporación IPS,Calle 5b #42-24,3.4211792,-76.5459255
ChIJWwp0D6GmMI4RoRqjx7cjey4,Saludigestiva,Calle 5b #42-16 consultorio 102,3.4213673,-76.5458261
ChIJK3xaAqGmMI4RwcbZ_A8hp2E,PACIFIC MEDICAL SOCIETY,Calle 5b #42-16,3.4213138,-76.54585829999999
ChIJd4f-VKemMI4RvpZfH8N71tM,Tecnoclínica,Calle 4b #39 - 70,3.4237658,-76.5477512
ChIJwV2nT6GmMI4RcgtsRp-Oc6A,Instituto De Patología Mejía Jiménez,Carrera 42a #5C-106,3.419675499999999,-76.543988
ChIJHzfFXaGmMI4R8LLCu8Ci4Pc,Eps sanitas principal,Calle 5e #42A-35,3.4192869,-76.54368389999999
ChIJtdisNqCmMI4R4hD0FmR4KYU,AIREC specialized medical group,Calle 5a #40-06,3.423306799999999,-76.54643380000002
ChIJb1uAY66mMI4RDwtD_7rgPjk,Los Farallones Children's and Maternity Clinic,"Camino Real, Calle 9 C #50-25",3.410039099999999,-76.5395312
ChIJ2xx5iZ-mMI4RpGYoGfwakL8,SOS,Calle 5 #39-37,3.423986,-76.5465971
ChIJEVSUW6GmMI4RWYl1kogMpMs,Medicarte,Calle 5e # 42-09,3.4200836,-76.5435057
ChIJsW_rXKGmMI4RDUq-S3-W5Os,Orthohand Hospital Pediatrico (Madre Laura),Calle 5e #42-10,3.4202288,-76.5436599
ChIJx6Wu4KCmMI4R8Fs_EkNfO0M,S.I.A.U Coosalud autorizaciones,Carrera 41 #5C - 58,3.4211356,-76.5438332
ChIJD6bt06GmMI4RR_AZXC-IWN0,Medicina Integral IPS S.A.,Carrera 39 #05 A-36,3.423730899999999,-76.5456591
